Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
29-08-2020,19,,,,,0.30,,0.10,0.30,0.20,,0.20,,,,,0.30,0.10,,,,0.30,,,,,0.30,,0.00,0.20,0.10,,0.20,0.40,0.30,,,,0.20,,,0.30,,,0.20,0.20,,0.30,,
29-08-2020,20,,,,,0.20,,0.40,0.30,0.30,,0.20,,,,,0.20,0.20,,,,0.20,,,,,0.40,,0.00,0.30,0.20,,0.30,0.30,0.30,,,,0.20,,,0.20,,,0.20,0.30,,0.30,,
29-08-2020,21,,,,,0.40,,0.40,0.30,0.40,,0.20,,,,,0.20,0.40,,,,0.20,,,,,0.30,,0.00,0.50,0.40,,0.30,0.40,0.30,,,,0.20,,,0.30,,,0.20,0.40,,0.30,,
29-08-2020,22,,,,,0.30,,0.30,0.30,0.40,,0.20,,,,,0.30,0.40,,,,0.20,,,,,0.40,,0.00,0.50,0.40,,0.30,0.60,0.30,,,,0.20,,,0.30,,,0.40,0.50,,0.40,,
29-08-2020,23,,,,,0.20,,0.30,0.40,0.40,,0.20,,,,,0.50,0.50,,,,0.20,,,,,0.40,,0.00,0.60,0.40,,0.60,0.50,0.50,,,,0.40,,,0.30,,,0.40,0.40,,0.50,,
29-08-2020,24,,,,,0.20,,0.40,0.20,0.40,,0.10,,,,,0.40,0.40,,,,0.10,,,,,0.30,,0.00,0.40,0.50,,0.30,0.40,0.30,,,,0.40,,,0.30,,,0.30,0.40,,0.50,,
30-08-2020,1,,,,,0.20,,0.40,0.30,0.40,,0.10,,,,,0.40,0.30,,,,0.10,,,,,0.40,,0.00,0.20,0.40,,0.10,0.30,0.20,,,,0.20,,,0.30,,,0.40,0.40,,0.60,,
30-08-2020,2,,,,,0.20,,0.40,0.30,0.40,,0.10,,,,,0.40,0.10,,,,0.10,,,,,0.30,,0.20,0.10,0.40,,0.10,0.20,0.20,,,,0.10,,,0.30,,,0.20,0.20,,0.70,,
30-08-2020,3,,,,,0.20,,0.20,0.30,0.30,,0.10,,,,,0.30,0.10,,,,0.10,,,,,0.20,,0.10,0.10,0.30,,0.10,0.10,0.20,,,,0.10,,,0.10,,,0.10,0.10,,,,
30-08-2020,4,,,,,0.20,,0.20,0.40,0.30,,0.10,,,,,0.30,0.10,,,,0.10,,,,,0.20,,0.10,0.10,0.30,,0.10,0.10,0.20,,,,0.10,,,0.20,,,0.10,0.10,,0.60,,
30-08-2020,5,,,,,0.20,,0.30,0.40,0.30,,0.10,,,,,0.40,0.10,,,,0.10,,,,,0.20,,0.10,0.20,0.30,,0.10,0.20,0.20,,,,0.20,,,0.30,,,0.10,0.10,,0.50,,
30-08-2020,6,,,,,0.50,,0.30,0.40,0.20,,0.10,,,,,0.50,0.10,,,,0.10,,,,,0.30,,0.10,0.20,0.20,,0.10,0.30,0.30,,,,0.20,,,0.40,,,0.20,0.10,,0.50,,
30-08-2020,7,,,,,0.30,,0.30,0.40,0.30,,0.10,,,,,1.10,0.20,,,,0.10,,,,,0.50,,0.10,0.30,0.30,,0.30,0.30,0.40,,,,0.40,,,0.70,,,0.30,0.30,,1.00,,
30-08-2020,8,,,,,0.50,,0.40,0.50,0.50,,0.20,,,,,0.90,0.20,,,,0.10,,,,,0.60,,0.10,0.40,0.30,,0.30,0.40,0.50,,,,0.40,,,0.80,,,0.40,0.20,,1.00,,
30-08-2020,9,,,,,0.40,,0.20,0.20,0.10,,,,,,,0.40,0.10,,,,0.10,,,,,0.20,,0.10,0.30,0.20,,0.20,0.30,0.30,,,,0.40,,,0.40,,,0.20,0.10,,0.60,,
30-08-2020,10,,,,,0.20,,0.00,0.00,0.00,,,,,,,0.20,0.10,,,,0.10,,,,,0.10,,0.00,0.20,0.00,,0.20,0.20,0.20,,,,0.10,,,0.10,,,0.10,0.10,,0.20,,
30-08-2020,11,,,,,0.10,,,0.00,0.00,,,,,,,0.10,0.10,,,,0.10,,,,,0.00,,0.00,0.20,0.00,,0.10,0.20,0.10,,,,0.10,,,0.00,,,0.00,0.10,,0.20,,
30-08-2020,12,,,,,0.00,,0.00,0.00,0.10,,,,,,,0.10,0.10,,,,0.10,,,,,0.00,,0.00,0.10,0.00,,0.10,0.20,0.10,,,,0.10,,,0.00,,,0.10,0.10,,0.20,,
30-08-2020,13,,,,,0.00,,0.00,0.00,0.10,,,,,,,0.10,0.10,,,,0.10,,,,,0.00,,0.00,0.10,0.00,,0.10,0.20,0.10,,,,0.10,,,0.00,,,0.00,0.10,,0.10,,
30-08-2020,14,,,,,0.00,,0.10,0.00,0.10,,,,,,,0.10,0.10,,,,0.10,,,,,0.00,,0.00,0.10,0.00,,0.10,0.20,0.10,,,,0.10,,,0.10,,,0.10,0.10,,0.10,,
30-08-2020,15,,,,,0.00,,0.10,0.00,0.10,,,,,,,0.10,0.10,,,,0.10,,,,,0.00,,0.00,0.10,0.10,,0.10,0.20,0.10,,,,0.10,,,0.00,,,0.10,0.10,,0.10,,
30-08-2020,16,,,,,0.10,,0.10,0.00,0.10,,,,,,,0.10,,,,,0.10,,,,,0.00,,0.00,0.10,0.10,,0.10,0.20,0.10,,,,0.10,,,0.00,,,0.10,0.10,,0.10,,
30-08-2020,17,,,,,0.30,,0.10,0.00,0.10,,,,,,,0.10,,,,,0.10,,,,,0.10,,0.00,0.10,0.20,,0.10,0.20,0.10,,,,0.10,,,0.20,,,0.10,0.10,,0.20,,
30-08-2020,18,,,,,0.50,,0.10,0.00,0.10,,,,,,,0.10,,,,,0.10,,,,,0.10,,0.00,0.20,0.10,,0.20,0.20,0.20,,,,0.10,,,0.40,,,0.10,0.10,,0.30,,
30-08-2020,19,,,,,0.50,,0.20,0.00,0.10,,,,,,,0.20,,,,,0.10,,,,,0.10,,0.00,0.20,0.20,,0.30,0.30,0.30,,,,0.10,,,0.60,,,0.10,0.20,,0.40,,
30-08-2020,20,,,,,0.60,,0.40,0.00,0.10,,,,,,,0.30,,,,,0.10,,,,,0.10,,0.00,0.30,0.10,,0.20,0.30,0.40,,,,0.20,,,0.10,,,0.10,0.20,,0.20,,
30-08-2020,21,,,,,0.60,,0.20,0.10,0.20,,,,,,,0.30,,,,,0.20,,,,,0.20,,0.10,0.30,0.30,,0.30,0.30,0.50,,,,0.20,,,0.50,,,0.10,0.20,,0.40,,
30-08-2020,22,,,,,0.30,,0.20,0.20,0.40,,,,,,,0.40,,,,,0.20,,,,,0.20,,0.00,0.30,0.40,,0.20,0.40,0.30,,,,0.20,,,0.30,,,0.10,0.20,,0.30,,
30-08-2020,23,,,,,0.50,,0.20,0.20,0.40,,,,,,,0.40,,,,,0.10,,,,,0.30,,0.00,0.20,0.30,,0.20,0.20,0.20,,,,0.20,,,0.50,,,0.10,0.20,,0.30,,
30-08-2020,24,,,,,0.30,,0.20,0.20,0.20,,,,,,,0.40,,,,,0.10,,,,,0.30,,0.00,0.10,0.20,,0.10,0.20,0.10,,,,0.20,,,0.20,,,0.20,0.20,,0.40,,
31-08-2020,1,,,,,0.30,,0.20,0.20,0.30,,,,,,,0.30,,,,,0.10,,,,,0.20,,0.00,0.10,0.30,,0.10,0.10,0.10,,,,0.20,,,0.10,,,0.20,0.10,,0.30,,
31-08-2020,2,,,,,0.30,,0.10,0.20,0.30,,,,,,,0.20,,,,,0.00,,,,,0.20,,0.00,0.10,0.20,,0.10,0.10,0.00,,,,0.10,,,0.10,,,0.10,0.10,,0.20,,
31-08-2020,3,,,,,0.20,,0.00,0.10,0.20,,,,,,,0.20,,,,,0.00,,,,,0.10,,0.00,0.00,0.20,,0.10,0.10,0.00,,,,0.10,,,0.30,,,0.10,0.10,,0.20,,
31-08-2020,4,,,,,0.20,,0.00,0.10,0.10,,,,,,,0.20,,,,,0.00,,,,,0.10,,0.00,0.10,0.10,,0.10,0.10,0.10,,,,0.10,,,0.10,,,0.10,0.10,,0.20,,
31-08-2020,5,,,,,0.30,,0.00,0.30,0.10,,,,,,,0.30,,,,,0.00,,,,,0.20,,0.00,0.20,0.10,,0.10,0.20,0.20,,,,0.20,,,0.30,,,0.10,0.20,,0.40,,
31-08-2020,6,,,,,0.60,,0.40,0.50,0.10,,,,,,,0.70,,,,,0.00,,,,,0.60,,0.00,0.40,0.10,,0.10,0.40,0.20,,,,0.30,,,0.50,,,0.20,0.40,,0.50,,
31-08-2020,7,,,,,0.70,,0.60,1.20,0.30,,,,,,,1.00,,,,,0.10,,,,,0.80,,0.00,0.50,0.30,,0.20,0.80,0.50,,,,0.60,,,1.00,,,0.30,0.80,,0.80,,
31-08-2020,8,,,,,0.60,,0.60,1.20,0.50,,,,,,,1.30,,,,,0.10,,,,,0.70,,0.10,0.70,0.40,,0.60,1.00,0.40,,,,0.80,,,1.50,,,0.50,0.90,,1.10,,
31-08-2020,9,,,,,0.70,,0.40,0.80,0.50,,,,,,,0.90,,,,,0.10,,,,,0.60,,0.10,0.40,0.40,,0.40,0.60,0.30,,,,0.40,,,0.90,,,0.40,0.40,,,,
31-08-2020,10,,,,,0.50,,0.30,0.60,0.30,,,,,,,0.70,,,,,0.10,,,,,0.50,,0.10,0.30,0.30,,0.30,0.30,0.30,,,,0.30,,,0.70,,,0.30,0.50,,,,
31-08-2020,11,,,,,0.30,,0.30,0.60,0.30,,,,,,,0.50,0.20,,,,0.10,,,,,0.50,,0.10,0.30,0.30,,0.30,0.20,0.30,,,,0.20,,,0.40,,,0.20,0.40,,,,
31-08-2020,12,,,,,0.30,,0.30,0.30,0.30,,,,,,,0.40,0.20,,,,0.10,,,,,0.40,,0.00,0.30,0.20,,0.30,0.20,0.30,,,,0.10,,,0.40,,,0.10,0.30,,,,
31-08-2020,13,,,,,0.20,,0.30,0.20,0.30,,,,,,,0.40,0.20,,,,0.10,,,,,0.40,,0.00,0.30,0.30,,0.30,0.20,0.30,,,,0.10,,,0.30,,,0.10,0.20,,,,
31-08-2020,14,,,,,0.30,,0.30,0.10,0.30,,,,,,,0.30,0.20,,,,0.10,,,,,0.30,,0.00,0.30,0.30,,0.20,0.20,0.30,,,,0.10,,,0.40,,,0.20,0.20,,,,
31-08-2020,15,,,,,0.20,,0.30,0.30,0.20,,,,,,,0.40,0.10,,,,0.10,,,,,0.20,,0.10,0.20,0.30,,0.20,0.40,0.40,,,,0.10,,,0.40,,,0.10,0.20,,,,
31-08-2020,16,,,,,0.10,,0.20,0.10,0.20,,,,,,,0.50,0.20,,,,0.10,,,,,0.10,,0.00,0.20,0.20,,0.20,0.30,0.40,,,,0.10,,,0.40,,,0.10,0.20,,,,
31-08-2020,17,,,,,0.20,,0.20,0.10,0.10,,,,,,,0.30,0.20,,,,0.10,,,,,0.20,,0.00,0.20,0.20,,0.20,0.40,0.30,,,,0.20,,,0.20,,,0.20,0.20,,,,
31-08-2020,18,,,,,0.30,,0.30,0.10,0.30,,,,,,,0.30,0.20,,,,0.20,,,,,0.40,,0.00,0.20,0.30,,0.20,0.40,0.20,,,,0.10,,,0.30,,,0.20,0.20,,,,
31-08-2020,19,,,,,0.30,,0.20,0.20,0.20,,,,,,,0.10,0.20,,,,0.20,,,,,0.40,,0.00,0.30,0.20,,0.30,0.40,0.20,,,,0.30,,,0.30,,,0.30,0.30,,0.50,,
31-08-2020,20,,,,,0.20,,0.30,0.10,0.30,,,,,,,0.20,0.30,,,,0.20,,,,,0.40,,0.20,0.30,0.20,,0.40,0.40,0.30,,,,0.40,,,0.20,,,0.30,0.30,,0.90,,
31-08-2020,21,,,,,0.10,,0.30,0.10,0.30,,,,,,,0.20,0.40,,,,0.20,,,,,0.40,,0.30,0.80,0.30,,0.50,0.40,0.30,,,,,,,0.10,,,0.40,0.40,,0.60,,
31-08-2020,22,,,,,0.20,,0.30,0.20,0.30,,,,,,,0.40,0.40,,,,0.20,,,,,0.40,,0.20,0.50,0.20,,0.40,0.40,0.20,,,,0.30,,,0.20,,,0.50,0.40,,0.50,,
31-08-2020,23,,,,,0.40,,0.50,0.10,0.60,,,,,,,0.40,0.50,,,,0.20,,,,,0.60,,0.00,0.30,0.40,,0.20,0.40,0.10,,,,0.30,,,0.40,,,0.50,0.50,,0.50,,
31-08-2020,24,,,,,0.20,,0.50,0.10,0.60,,,,,,,0.30,0.40,,,,0.10,,,,,0.50,,0.10,0.10,,,0.10,0.30,0.10,,,,0.30,,,0.20,,,0.30,0.50,,0.50,,
